no,teks,sosmed,labels
1086,Ga semua GenZ mentalnya weak. Ada juga yg struggle dan profesional.,youtube,Positif
1087,"Saya freshgrad, graphic designer, kalo ngerjain project yang sesuai dgn sy yaitu projek periklanan, sy bisa excited banget, ngerasa bangga bisa ngerjain itu sekecil apapun skalanya, tapi sayangnya loker di kota saya rata2 nuntut terlalu banyak jobdesc pdhl sy berniat fokus 1 ranah spy bisa ngasilin yg terbaik daripada saya loncat2 ranah tp niat setengah2",youtube,Positif
1088,"Saya tidak tahu gen saya kategori pada tahapan yang mana , saya kurang memahami realitas dalam ruang lingkup sosial sekitar , karena memahaminya tersebut butuh intelektual Pendidikan , untuk sekedar bicara meskipun malu saya sedikit segan dengan kosa kata karena kurangnya jejak pendidikan sebagai keterbatasan finansial ,",youtube,Positif
1089,"semua gen sama saja, kembali pada manusianya dan pengalaman apa yang mereka dapatkan untuk membentuk jatidirinya",youtube,Positif
1090,"Generasi paling ribet, elitis, banyak tuntutan ini itu pantes banyak yang nganggur (fakta)",youtube,Negatif
1091,Skrg makin bnyk org pinter org liat youtube aj ilmu ap pun pasti dpt jdi gk usa sklh tinggi2 anak skrg uda pinter2 dan bnyk yg bercita2 pergi kluar negri kyk taiwan amerika dll dan gaji dsna jau di atas kita itu smua slh dri pemerinta indonesia yg goblok yg pikiranny korupsi melulu tiru tu cina walaupun komunis tpi pemerinta ny mndukung anak muda nya jdi pinter2 bs bikin mobil sndri dan perushaan sndri dan yg sukses di luar negeri sma pemerinta ny di tarik di cina dan digaji yg besar ole pemerinta ny beda indonesia pemerinta ny mikirin korupsi melulu. Apa indonesia jdi negara komunis aj biar sukses kyk cina. Dan kalo perlu koruptor hukum mati,youtube,Positif
1092,"saya gen z dan saya setuju sekali dgn isi dari video ini, actually saat ini perusahaan saya sangat amat baik untuk gen z, secara apa yg disampaikan di video td di implementasikan di tempat saya bekerja. jujur bgt betah dan buat ngembangin diri sangat amat bagus. mudah2an project perusahaan ini berkembang, supaya tmn2 gen z bisa ikut merasakan kebahagiaan yg saya rasakan 🙏🏻",youtube,Positif
1093,"liat dr indarawan dari smk kelas 1, sampe sekarang udah kerja di konsultan it. ya walaupun masih 18 tahun dan masih ga mungkin buat bikin bisnis, tapi suka dengerin tips dari dr indrawan.",youtube,Positif
1094,Gen z yg ambisius ingin dipahami dan disupport dalam bekerja,youtube,Positif
1095,"Saya Gen z saya setuju akan hal itu, kami butuh obrolan yang visioner jangka panjang dengan misi yang sejalan. Kami juga butuh atasan yang melek teknologi dan open mind. Bukan atasan yg mendikte pekerjaan abcd.",youtube,Positif
1096,"Setujuu banget sih, geneerasi emas sebenarnya adlah generasi setelah kita, karena kita  paham betul apa yg harus di lakukan, kita hidup di 2 zaman yg bener2 bertolak belakang, karena gen z tuh paham betul dann gaa mau ribet, jadi kallau di kasiih tujuannya apa, dan beebas mau lakuin apa buaat kesana, pasti gercep. Bangeett, +berpengalaman Oh shit he&#39",youtube,Positif
1097,tapi kebanyakan yg tidak bertalenta yg suka berulah. Contohnya asisten rekan kerja saya yg nyanyi seharian pas kerja. As expected hasil kerjanya tidak beres karena perhatian bukan di kerjaan.,youtube,Negatif
1098,"biasanya yang kurang bertalenta mereka yang ga suka dikasi challenge seperti ini, jadi emang lebih susah buat perusahaan berkembang. leader harus pintar membimbing",youtube,Positif
1099,saya gen z tp saat saya di titik kalau ga kerja gamakan. saya sudah ga peduli sama ini itu asal bapak senang asal saya dapat gaji udh bodo amat. sendiko dawuh,youtube,Positif
1100,pada intinya gen z gak salah tapi yang salah itu orang yang seebelum kita seharusya memberikan contoh yg baik buat gen z malah mencontohkan korupsi yang memiskinkan negara kita dan para penerus..coba uang gak di korrup pasti semua gen z pasti berkembang itu aja sih,youtube,Positif
1101,"saya gen z bang tapi saya udh kerja sejak sma kls.1 smpai saat ini,masih kerja sudah berjalan di 5th saya mau kok kerja keras",youtube,Positif
1102,"Gen z yang adalah generasi yang banjir akan informasi, ilmu yang di pilih dan di pilah, generasi yang menyeimbangkan antara melenial, jika gen z punya plan matang maka gen z adalah bonus demografi yg kita inginkan bersama akan berhasil.<br><br><a href=""http://www.youtube.com/results?search_query=%23sayagenz"">#sayagenz</a>",youtube,Positif
1103,"Setuju sih dengan apa yg di sampaikan, terutama emang gen tidak malas hanya saja jaraang di berikan kesempatan 😅",youtube,Positif
1104,"Setujuu, bagus kontennyaa buat anak gen z yang punyaa citaa citaaa",youtube,Positif
1105,Yang jelas its oke stres tapi ttp berusaha survive ya..harus terus diusahakan sampai batas maksimal.,youtube,Positif
1106,"Gen z itu harusnya diberi kesempatan, karena banyak anak-anak gen z yang mempunyai banyak ide tetapi jarang diberikan wadah",youtube,Positif
1107,Semangat generasi muda💪🏻,youtube,Positif
1108,"Gen z butuh banget edukasi seperti ini, semakin tinggi mimpi kita semakin berat perjuangan nya",youtube,Positif
1109,Iya bner skrng gen z klo kerja banyak ngeluh,youtube,Negatif
1110,Gen Z masa depan Indonesia... harus di motivasi secara positif dan terus menerus...,youtube,Positif
1111,tantangan gen z dimasa yang akan datang bukan hanya soal perubahan dunia kerja tetapi juga tentang tetap mempertahankan budaya kerja indonesia yang harus tetap dijaga.,youtube,Positif
1112,"Yang paling penting buat Gen Z adalah di dengarkan bukan di remehkan di kasih kesempatan untuk coba dan gagal bukan langsung di mentahin karena pikiran kita beda sama generasi milenial atau baby boomer kita bisa kritis juga asal jangan dibandingin sama jaman dulu aja ya udah pasti beda lah fakta nya kita hidup di masa sekarang bukan masa penjajahan, masa krismon atau kesusahan masa terdahulu",youtube,Positif
1113,"terimakasi ilmu dan diskusinya pak, sangat memotifasi gen z, saya sebagai gen z sangat senang dan berterimakasih🙏🏻🙏🏻",youtube,Positif
1114,"hidup harus dijalan dan disyukuri. persiapan mental, komunikasi yang baik. harus semangat❤",youtube,Positif
1115,Gasss aj dulu curhat belakangan.... Smangat Gen Z doing or nothing,youtube,Positif
1116,"Semakin tinggi mimpi kita, semakin berat perjuanganya. Jgn pernah menyerah ❤",youtube,Positif
1117,Semoga target saya tercapai,youtube,Positif
1118,Motivasi Gen Z Bekerja keras untuk membangun masa depan yang lebih cerah,youtube,Positif
1119,Gen z itu sebenarnya memang harus dikasih kepercayaan dan kesempatan.,youtube,Positif
1120,Semangat anak muda gen z,youtube,Positif
1121,"Saya sebagai gen Z setuju, gen Z itu punya cara kerjanya sendiri dan lebih kritis mengenai pekerjaan. Dan banyak banget gen z disalahkan karena sikapnya yang tegas dan pemikiran yang kritis. Dari bentuk sikap itu sebenarnya ditunjukkan ketika gen z telah menerima sikap yang tidak pantas. Jadi gen Z itu layak untuk di akui di dunia kerja maupun dunia sosial",youtube,Positif
1122,Gen z itu harus diberikan kepercayaan,youtube,Positif
1123,"Semangat anak muda Gen Z,semakin gede cita2 mu makin semangat buat kedepannya😘",youtube,Positif
1124,Saya gen z Alhamdulillah tidak lembek dan selalu memiliki semangat tinggi untuk bekerja &amp,youtube,Positif
1125,Memang gen z adalah generasi strawberry...kurang kuat menghadapi tantangan..,youtube,Negatif
1126,Semangat gen Z agar bisa merubah bangsa ini jadi lbh maju,youtube,Positif
1127,setuju saya dengan Gen Z perlu di beri kesempatan. Ini berdasarkan pengalaman saya sebagai Gen Z. Saya menilai diri saya termasuk dengan Gen Z,youtube,Positif
1128,Kalo aku bakalan perjuangin mimpi sih walaupun tinggi dan susah aku siap bertempur,youtube,Positif
1129,"Tks utk pencerahannya dr, semoga anak Gen Z dpt sukses menciptakan lapangan kerja sendiri sesuai talenta masing2",youtube,Positif
1130,"Setuju, gen z hrus di beri kesempatan, dan tidak terlalu di kekang",youtube,Positif
1131,"tpi bener genz tuh memang punya pola pikir yg beda dari generasi sebelumnya. gaada yg salah, cuma gimana cari kita sama2 belajar untuk saling paham aja.",youtube,Positif
1132,Mnurut aku gen z itu bukan malas ataupun mls berpikir tp lebih ke harus bnyk suport dri orang sekitar dan orang terdekat nya,youtube,Positif
1133,Sy org tua yg cemas dgn gen Z,youtube,Negatif
1134,"Ga semua gen Z itu malesan, atau yang sering dikatakan gamau rekoso mau nya instan<br>Sebenarnya tergantung lingkungannya aja sih..",youtube,Positif
1135,"kesimpulan saya,gen z itu ga sepenuhnya malas,soalnya sy sring ngeliat para gen z terutama yg masih pelajar banyak bekerja di malam hari dan pagi hari nya melakukan kegiatan belajar ❤",youtube,Positif
1136,generasi z memang harus diberi kesempatan dan kepercayaan,youtube,Positif
1137,Aku yang Generasi milenial ini bangga sama bbrapa anak gen Z  kreatif sekali,youtube,Positif
1138,"Gen z adalah calon pemimpin d masa depan,, yang harus dibina mental dan pola pikir mereka,,sehingga mereka bisa berperan lebih aktif dan baik dr gen gen sebelumnya...",youtube,Positif
1139,"sebenarnya Gen Z itu nggak semuanya  malas, banyak saya lihat diluaran yg bekerja keras demi menggapai cita-citanya",youtube,Positif
1140,Semoga gen z lebih semangat lagi untuk hidup yg lebih baik lagi,youtube,Positif
1141,"terimakasi pa indraa sangat bermanfaat ,semoga gen z gen z yang lagi berusaha bisa berhasil yaa",youtube,Positif
1142,"Gen z bukan malas , hanya pemikiran mereka menyesuaikan realita hidup sekarang , jd memang tidak bisa disamakan dengan orang jaman dahulu",youtube,Positif
1143,Tantangan hadapin gen Z,youtube,Negatif
1144,"Generasi Z itu cepet berubah2,cara mendidik anak jg jd susah krn beda jamannya dengan kita dulu,,terkdang berpikir gimana yaa kdepannya kehidupan kita.",youtube,Negatif
1145,"benar, gen z pada dasarnya perlu di apresiasi dan tidak di pandang sebelah mata🙏🏻",youtube,Positif
1146,Semoga gen z bisa terus berkarir,youtube,Positif
1147,Kita sebagai orang tua jg perlu membimbing anak kita sedini mkn untuk menjadi mandiri krn anak gen z jaman sekarang selalu diberi kemudahan dan dibantu oleh org tua sehingga mrka tdk mnjd mandiri ketika drwasa,youtube,Positif
1148,"Gen z harus bisa melawan diri sendiri untuk bangkit dari zona nyaman,dan juga harus melawan harus yang sangatt deraas.",youtube,Positif
1149,"Masa depan negara ada ditangan generasi muda... Baik gen z, gen alpha dst... Yg terpenting juga adab dan ilmu... Semangat maju generasi mudaa 😊",youtube,Positif
1150,Gen Z hanya memerlukan kepercayaan dari lingkungan sekitar untuk mereka mengepresikan karya mereka,youtube,Positif
1151,"sebagai gen z,gen z itu tidak malas akan tetapi tidak menggunakan kesempatan nya dengan baik",youtube,Positif
1152,"Saya setuju, Gen_Z perlu diberi kesempatan untuk membuktikan kualitas diri mereka. Dan kepercayaan menjadi salah satu semangat untuk pembuktian diri mereka",youtube,Positif
1153,"setuju saya dgn gen z perlu diberi kesempatan, dan ini juga sebagai pengalaman saya sebagai gen z. saya selalu merasa minder dengan kemampuan orang lain, yg dimana orng lain bisa melakukan kemampuan atau bakat yg saya punya. tapi saya selalu menjadikan semuanya segabai pelajaran untuk kehidupan saya selanjutnya sebagai gen z",youtube,Positif
1154,"Semakin tinggi mimpi,semakin berat jga perjuangan💪🏻",youtube,Positif
1155,Iya emang rada keras kepala jadi harus kasih kepercayaan,youtube,Positif
1156,"Hidup harus dijalani, harus disyukuri, persiapan mental, komunikasi yang baik, harus semangat.... 🎉",youtube,Positif
1157,"Sebagai gen z sebenarnya kita bukan bandel, malas, atau sebagainya, semua gen sebenernya sama kok ga ada perbandingan, hanya saja karena kita lahir di perkembangan teknologi yang semakin maju, praktis dan cepat  jadi penyelesaian masalah cukup cepat dan kita bisa istirahat lebih lama.",youtube,Positif
1158,"Keren sih,hrus semakin giat kita.jgn mau yg instan saja mengharapkan yang gampang",youtube,Positif
1159,Semakin tinggi yang ingin di capai semakin tinggi perjuangan nya,youtube,Positif
1160,Mimpi nya besar usahanya g bole kecil,youtube,Positif
1161,Semangat gen z,youtube,Positif
1162,Menurut saya generasi sekarang bukan tentang dia malas atau tidak mau berusaha. Tapi beli mau mencoba. Overall semuanya sudah berusaha tapi tidak sabar dengan hasilnya,youtube,Positif
1163,emg beda gen z skrg krna mreka cara pkirnya lebih simple dan tidak mau trlalu ribet,youtube,Positif
1164,Semangat ayo generasi muda...kamu bisa,youtube,Positif
1165,"Menurut saya obat malas gen Z adalah selalu produktif dirumah Deng cara mencari informasi ide ide jualan yg bisa dijual disekitar lingkungan yg terjangkau agar tidak malas malasan dan bisa menambah uang jajan, Terimakasih",youtube,Positif
1166,"Gen Z sangat ekspresif dalam menunjukkan jati dirinya, baik itu melalui cara berpakaian atau dalam konten-konten media sosialnya",youtube,Positif
1167,Semangat untuk kita semua generasi muda.,youtube,Positif
1168,"Makin besar mimpi nya makin harus lebih extra juga perjuangan ny, mskipun berat juga rintangan nya",youtube,Positif
1169,"Generasi ini mau tahu bahwa pekerjaan mereka punya arti. Kalau pekerjaan itu bisa membantu orang lain, mereka akan lebih semangat.",youtube,Positif
1170,"Anak² jaman sekarang memang harus ada yang memberikan dia bimbingan untuk melakukan sesuatu yang berguna untuk diri mereka, karna mereka terhambat oleh rasa malas mereka.",youtube,Negatif
1171,Dikarenakan besarnya Impian yang harus dicapai sehingga apa yang mereka lakukan terasa kurang memuaskan,youtube,Negatif
1172,"Penuh insfiratif dan sangat menarik, mentall kehidupan yang keras ,untuk memajukan diri dan sangat butuh perjuangan",youtube,Positif
1173,Hidup hrs selalu bersyukur dan hadapi smw dg ikhlas jgn prn malas meraih mimpi setinggi langit.,youtube,Positif
1174,Semangat untuk generasi muda Indonesia,youtube,Positif
1175,MasyaAllah tetap semangat gen Z,youtube,Positif
1176,Gen z mengikuti perkembangan jaman pola pikir yang maju,youtube,Positif
1177,"Sangat menarik, Gen Z sering dianggap malas dan hanya ingin hal-hal instan. Namun, dia percaya bahwa Gen Z memiliki potensi besar jika diberi kesempatan yang tepat. Dia menyarankan untuk memberikan tantangan kepada Gen Z dan menciptakan lingkungan yang mendukung mereka untuk berkembang. Dia juga menekankan pentingnya memberikan dukungan dan sumber daya yang diperlukan oleh Gen Z.",youtube,Positif
1178,saya setuju generasi muda harus lebih kritis dan siap berkorban,youtube,Positif
1179,"konten yang daging banget dan sangat relate dengan keadaanku belakangan, yang mana aku tuh waktu awal-awal masuk kuliah merasa minder sama temen-temen lain yang kemampuannya di atas aku, sedangkan aku masih ga tau apa yang aku bisa. Tapi seiring waktu dan perubahan lingkungan sekitar, aku merasa aku pun ikut berubah karena lingkungan aku yang sekarang ini jauh lebih baik dan supportif, temen-temennya juga lebih asih, jadi aku bisa lebih percaya diri buat coba-coba hal baru.",youtube,Positif
1180,Seharusnya Gen Z ini lah yang menjadi Role model kedepan agar dapat kerja sesuai Passion dan Memotivasi melienial agar dapat bekerja sesuai bidang nya😊,youtube,Positif
1181,"Masih mencari peluang dizaman yg serba musiman, karna minat gen Z tidak monoton.",youtube,Positif
1182,"Gen Z itu telah biasa dimanjakan orang tuanya,jadi tidak tahan banting.",youtube,Negatif
1183,Gen Z mengikuti perkembangan jaman dan pola pikir yg maju ditambah pola hidup yg sehat,youtube,Positif
1184,"Harus kita sadari, banyak hal yg harus kita intropeksi. Apa sih kelebihan dari gen Z? dan Apa hal negatif didalamnya? Mereka lebih mengenal dunia teknologi, berpikir kritis, mandiri, kreatif dan inovatif, dan banyak wawasan global yg mereka miliki. Namun, bila disadari banyak dari kalangan anak-anak hingga tua belum memanfaatkan hal-hal tersebut. Banyak anak putus sekolah/tidak mau sekolah karena hp, membuat konten&quot",youtube,Positif
1185,semangat buat anak muda gen z,youtube,Positif
1186,setuju sih kita sebagai Gen Z harus menjadi bos jangan jadi karyawan mulu capee bosquuu 😅😅😅,youtube,Positif
1187,"Perspektif yang bagus banget, jadi ilmu baru melihat Gen Z dari sudut yang berbeda.",youtube,Positif
1188,Semangat buat gen z,youtube,Positif
1189,"Semangatttt untuk kita Generasi Muda Indonesia, mau itu Gen Z atau Milenial 💪🥰",youtube,Positif
1190,"saya gen Z, tapi saya ga pemalas, saya juga ga lembek, saya masih muda sudah terbiasa ngehandle 5 bisnis, jangankan healing waktu main saja tidak ada, saya juga bukan anak orkay, saya belajar otodidak dan ngerintis bisnis saya sendiri tanpa minta modal ke orang tua saya, kalo ada yang bilang semua gen z pemalas, jelas saya tidak terima, semua tergantung individu.",youtube,Positif
1191,Saya gen z lingkungan juga toxic ga tau arahnya mencari lingkungan yg baik seperti ga nemua aja lingkungan yg mendukung saya malah jadi tertekan tapi itu membentuk saya agar kuat lagi di kemudian harinya 🦾,youtube,Positif
1192,"gw nemu 2 gen z yg baru lulus sekolah, <br>yg pertama gw cut setelah masuk seminggu.<br>yg kedua keluar sendiri setelah gw kasih shock terapi selama sebulan penuh (karena dia hasil rekomendasi temen, gak tega mecat).<br><br><br>udah lelet, gada inisiatif, gak bisa bangun pagi pula.<br><br>menurut gw sweet spot karyawan yg udah siap kerja ya yg umur 23 keatas. gak lagi2 nerima bayi yg baru turun dari ayunan.",youtube,Negatif
1193,"Ilmunya sangat menginspirasi dan memotivasi para pemuda pemudi untuk masa depan yang lebih baik khususnya gen z, saya sering berpikir ingin melakukan sesuatu yang besar, ingin mengupdate ilmu pengetahuan dan menjadi orang yang selalu berfikir positif. Alhamdulillah selain baca buku dan dengan konten seperti ini bisa mengantarkan kami para gen z  melihat masa depan untuk yang lebih baik",youtube,Positif
1194,Gen Z itu perlu dikasih kesempatan. Mereka akan menemukan solusi termudah untuk mengatasi suatu masalah. Karena mereka adalah mager squad :v,youtube,Positif
1195,Gak semua gen z malasss seperti itu Pakk....jancukkk,youtube,Negatif
1196,"Ya bner gen z d office saya lemah bgt, dkit2 resign",youtube,Negatif
1197,"Alhamdulillah sy pny anak GenZi, skrg hidup nya lg sulit2 nya tp ga pernah ngeluh<br>😊❤",youtube,Positif
1198,Di daerah saya ...tidak ada gen  Z yang malas...mereka ingin sekali kerja karena mereka ingin punya duit sendiri ...dan berharap bisa bantu keluarga...<br>Jangan di pukul rata kalau gen z malas <br>Sayang lowongan kerja terbatas itu masalahnya,youtube,Positif
1199,"gen Z itu cengeng... padahal saat ini sumber belajar kalian luar biasa sumbernya dimana2x, mudah dan murah (beberapa gratis) tapi ga di manfaatkan optimal hanya karena bhs inggris... padahal mereka dari SD sudah belajar bahasa inggris",youtube,Negatif
1200,Oh ya? yang cengeng semua Gen Z atau hanya beberapa? Masih banyak Gen Z yang bisa tampil dengan baik dan menunjukkan bakat mereka pada dunia. Masih banyak Gen Z yang bisa melakukan apa yang generasi milenial lakukan. Ga semua orang sama.,youtube,Positif
1201,"Preteli elemen-elemen dalam konsep internal genZ yang tidak rasional dan kontraproduktif, bahkan anti intelek. Konsep internal mereka dibuat oleh agen-agen  budaya seperti orang tua dan lingkungan. Begitu menurut saya agar generasi genZ punya motivasi untuk maju dan mau melakukan kerja keras untuk itu. Terima kasih.",youtube,Positif
1202,"Kenali musuhmu, pahami medan peperanganmu, dan persiapkan dirimu, maka kau akan menang. Semangat gen Z",youtube,Positif
1203,Bukan gen Z tapi gen M....males...semua serba ada. Teknologi sudah instan. Jadi banyak menghalu. Disamrphine,youtube,Negatif
1204,Masa depan Indonesia ada di tangan Gen Z... Semangat para pemuda penerus Bangsa,youtube,Positif
1205,"aku punya karyawan rata rata di genz, yg harus dipahami mereka generasi glow up bukan gerasi grow up. Mereka akan terpacu pada glow up penampilan, fashionable, glow up fi sosmed holiday, healing, tapi kita sebagai pengusaha ngasih wadah kasih step, kasih ilmu untuk mereka bisa mikirin buat bertumbah grow up  untuk masa depan lebih panjang, mereka harus punya kepribadian yang kompeten",youtube,Positif
1206,Gen z = sampah generasi,youtube,Negatif
1207,Smangat anak muda gen Z karna kamulah pahlawan yg bisa merubah dan membawa bangsa ini selamat dr negara menengah❤❤,youtube,Positif
1208,Bener sih gaji faktor utama wajar gen z pindah2 awal karir mungkin oke aja digaji berapa tetapi kan semakin bertambah umur semakin banyak apalagi di tempat sebelumnya gaada kenaikan gaji jadi wajar buat pindah untuk bayaran lebih tinggi,youtube,Positif
1209,"Saya Milenial<br>Menurut saya gen Z itu tidak malas, genZ yang seperti keliatan malas dan bermental manja<br>Sebenarnya Itu adalah tugas Milenial untuk menciptakan sistem kerja yg mudah, karena milenial yg hidup diperubahan yg cepat<br><br>Bahayanya kalo milineal idealis dengan sistem yg tetap dan dan gak mau diubah ubah",youtube,Positif
1210,"Generasi z adalah ajang untuk meningkatkan segala hal yg sangat  urgen dibutuhkan oleh bangsa, banyak hal positif dari kemajuan zaman modern seperti ini,,, namun tergantung tiap individu yang mana teknologi sekarang ini bisa bermanfaat bisa berbahaya . Tidak sedikit dari seseorang yg jatuh dan terkubur dalam zona nyaman disebabkan tidak bijak dalam memanfaatkan teknologi saat ini",youtube,Positif
1211,"Kalau menurut gue sbg Gen-Z, apa salahnya jadi strawberry kalau kita adalah strawberry yang manis dan tidak gampang busuk? Gue setuju, kasih kami challenge yang tepat, kasih kami resource yang besar supaya nanti kalian lihat sendiri, seberapa besar semangat kami untuk menjadi strawberry yang baik. Gen-Z sekarang arguably sangat banyak yang kompeten, secara intelektual dan pola pikir. Cuman kalau Bapak Ibu yang terhormat menyuruh ikan untuk memanjat pohon, ya lama-lama kita akan menjadi &#39",youtube,Positif
1212,"Karna kita genz lbh kritis orang nya , gak mau lakuin atau kerjain kalo belum tau faedah nya apa kerjain bgt . Dan kt juga punya cara bekerja sendiri",youtube,Positif
1213,"Lebih tepatnya bukan malas,tapi susah cari kerja ,dan mrnurut gua,lu punya uang lu bisa nyogok kerja,lu punya orang dalam lu bisa kerja,sekalipun kita pengn jadi supir,gx ada tuh yang mau ngasih pembelajaran menyetir.. dan menurut gua (orang yang di atas gen Z itu takut kesaing) imbasnya kehilangan mata  pencaharian  ..",youtube,Positif
1214,"Gen Z lembekkkk<br>kebanyakan mental health, payah!!<br>Budir? gapapa, mengurangi persaingan di bursa lapangan kerja✌🏼",youtube,Negatif
1215,"Salah satu saya resign diluar jauhnya rumah adalah payment yg tidak sesuai perjanjian. Kesepakatan A, sudah dilakukan, tp ga diberikan hak nya. Mulai dr perusahaan kecil smp grup yg besar. Protes pun ga didengarkan terus. Wkwkwk.. pada akhirnya, ya sudah kerja sesuai tupoksi. Ga akan pernah mau lagi sok2an bantu2 perusahaan diluar jam kerja saya (keur mah emg pulang selalu overtime jg,).",youtube,Negatif
1216,"setuju banget ama pandangan narasumber,  Gen Z itu kebanyakan merasa paling tahu dan paling pinter, PD banget padahal setelah diuji ilmunya masih cetek..gen Z yang sering kami temui di lingkungan kerja dan pergaulan masyarakat, agak kurang bisa dipercaya kalau dikasih tanggungjawab kerjaan .. kerjanya ga militan, asal pencitraan, males, mageran, dikit dikit ngeluh, ga kuat pressure, baperan ,pokoke satu team ada gen z hanya bikin dongkol dan repot, cara pikirnya beda jauh dengan orang yang pengalaman kerja dah lama, tapi kalau dikasih tau nyolot... haduhh rusak masa depan bangsa kalau model anak muda kebanyakan model gitu, bahaya!",youtube,Negatif
1217,"Generasi Z itu mereka hidup sesuai jaman mereka sekarang, ibaratnya kalau kita pikir lebih hemat uang jalan daripada naik bis, mereka berpikirnya lebih baik naik bis untuk hemat tenaga, ga ada yang salah, cuma cara berpikirnya berbeda.",youtube,Positif
1218,"setuju saya dengan Gen Z perlu di beri kesempatan. Ini berdasarkan pengalaman saya sebagai Gen Z. Saya menilai diri saya termasuk dengan Gen Z yg bisa dibilang Strawberry generation. Saya dulu merasa minder dengan kemampuan orang lain,dimana orang lain bisa melakukan kemampuan atau bakat yg saya ga punya, saya selalu punya ide di pikiran saya tapi saya tidak pernah dapat merealisasikannya karena ya balik lagi terhadap lingkungannya yang  &quot",youtube,Positif
1219,"Saya hire gen-z rata2 lembek, manja, malas, banyak mau...<br>Bikin lama dalam bangun tim ideal.<br><br>Eh gue juga gen Z sih wkwk<br>Tapi untungnya di didik di lingkungan millenial pas dulu fresh graduate, karakter daya juangnya masih nempel",youtube,Negatif
1220,"sama saya gen z, saya kerja jam 8 balik jam 5,<br><br>cuma emang dibanyak lingkungan kerja kita dapet stigma buruk, apalagi di zona bumn ma pns, <br>temen saya ada yg resign dari pns karena gakuat ma lingkungan kerjanya, <br><br>malah skrg enakan di swasta (desain grafia) 😂",youtube,Negatif
1221,"Salam sehat semua.. Jujur saya suka sama podcast seperti ini👍 Yang saya tangkep dari podcast ini gen Z diminta untuk keluar dari zona nyamannya, mencoba hal baru itu kuncinya. Sehingga mental gen Z berubah karena merasa dirinya tertantang melakukan challenge dan membuat dirinya kuat. Terimakasih salam sehat💪",youtube,Positif
1222,"Pendekatan dengan gen z itu harus lebih santai, semua butuh waktu proses pendewasaan, yang membedakan org2 dulu lebih bnyk terpengaruh dari lingkungan dan rekan kerja langsung, anak gen z cenderung lbh mendengar ke pengaruh sosial media, usahakan bangun sosialisasi dengan rekan kerja secara langsung, krn didunia kerja tdk semua teori ada di google, kalian butuh sense of working dan teamwork",youtube,Positif
1223,Gen Z = Generasi paling tidak kenal dengan namanya sopan santun....itu nyata,youtube,Negatif
1224,Setuju sih.. Makannya aq males kalo kerja ama anak generasi Z. Maaf jujur soalnya.. <br>Apalagi loyalitasnya itu gak ada pol..<br>Itu yg aq alami sih..<br>Memang lebih kritis. Tp gak mau capek dulu. Gak mau soro sek. Terlalu crewet dan banyak ini dan itu. Jangan menyalahkan generasi sebelumnya yah. Tp harus lebih evaluasi generasi diri sendiri dulu. Okey. Gemezzz..,youtube,Negatif
1225,"Setuju atau ngga, suka atau ngga,.  Gen Z mmg generasi sangat lemah, vulnerable... pengetahuan nya sangat minim.. paling ngga itu yg terjadi ketika mereka mulai masuk dunia kerja.",youtube,Negatif
1226,"Gen yg ngutamain tebar pesona, minim tidur karna teknologi tp kebanyakan ngimpi.<br>Efek dari lahir serba difasilitasin orang tua ya apa aja wajar kalo sekedar soal kerjapun penginnya serba enak tp ga nyadar diri.",youtube,Negatif
1227,padahal generasi ini sangat kami andalkan apalagi di segmen target pasar brand lokal. tapi ternyata mereka lebih suka brand impor bela belain beli bekas lagi demi sebuah merek impor. menurut saya sipat mereka salah satu penyebab deflasi ekonomi. parah sih,youtube,Negatif
1228,"Gen Z larinya apa-apa ke masalah mental, ya mental health lah, ya self reward lah, banyak ngeluh padahal masih butuh wkwkk",youtube,Negatif
1229,"kebanyakan mikirin masa lalu jadinya mental health rusak,,, kebalikan greatest generation yang sama sekali ga bisa mikirin masa lalu, karna harus mikirin masa depan, gimana biar mereka bisa hidup makmur (kebanyakan masi dalam jajahan negara luar)..... <br><br>coba anak gen z belajar bbrpa hal penting dari greatest generation,,,, apa jangan2 gen alpha bisa better drpada gen z perihal &quot",youtube,Negatif
1230,"saya jg...mereka selalu baper seakan2 hidup di ftv,<br>ini dunia kerja, the real life....<br>minim adab, mau di perhatiin tp blas gk ada dedikasi buat perusahaan",youtube,Negatif
1231,"semangat....<br>saya bbrp kali memberi saran dan pengalaman, selalu di tolak,,blm selesai bicara sudah di cut,,,tapi kan, tapi kan...<br>setiap gen tidak semua buruk,<br>maka jadilah yg terbaik walau itu termasuk minoritas",youtube,Negatif
1232,"Punya beberapa bawah dari gen z kita jadi mumet diri. Gimana ya menurut saya mereka ini unik kalau kita mode disiplin maka mereka akan ngambek, lalu kami ubah mode dihalusin lha mereka jadi ngelunjak, lalu coba kamu ubah mode di biarkan kasih tugas eh siapa tahu karena paham tanggung jawab mereka akan bekerja dengan cara mereka sendiri hingga pekerjaan tuntas. Lha ternyata mereka malah  santai santai hingga pekerjaan terbengkalai. Kita jadi susah sendiri trus yang semacam ini enak nya di setting kerja mode apa?",youtube,Negatif
